server_id,window_start,window_end,max_net_in,max_disk_io,alert
server_1,21:21:40,21:22:10,556.63,6135.78,Disk thrash suspected
server_1,21:21:50,21:22:20,8774.09,6135.78,Network flood + Disk thrash suspected
server_1,21:22:00,21:22:30,8774.09,6135.78,Network flood + Disk thrash suspected
server_1,21:22:10,21:22:40,8774.09,4070.47,Network flood + Disk thrash suspected
server_1,21:22:20,21:22:50,968.98,4070.47,Disk thrash suspected
server_1,21:22:30,21:23:00,1889.40,4070.47,Disk thrash suspected
server_1,21:22:40,21:23:10,2988.41,1239.06,
server_1,21:22:50,21:23:20,2988.41,5491.33,Disk thrash suspected
server_1,21:23:00,21:23:30,2988.41,5491.33,Disk thrash suspected
server_1,21:23:10,21:23:40,6527.50,5491.33,Network flood + Disk thrash suspected
server_1,21:23:20,21:23:50,6527.50,4260.34,Network flood + Disk thrash suspected
server_1,21:23:30,21:24:00,6527.50,3196.57,Network flood + Disk thrash suspected
server_1,21:23:40,21:24:10,3343.79,582.01,Possible DDoS
server_1,21:23:50,21:24:20,16568.43,582.01,Possible DDoS
server_1,21:24:00,21:24:30,17219.36,1783.89,Network flood + Disk thrash suspected
server_1,21:24:10,21:24:40,17219.36,8315.28,Network flood + Disk thrash suspected
server_1,21:24:20,21:24:50,17219.36,8315.28,Network flood + Disk thrash suspected
server_1,21:24:30,21:25:00,12198.13,8315.28,Network flood + Disk thrash suspected
server_1,21:24:40,21:25:10,12198.13,116.39,Possible DDoS
server_1,21:24:50,21:25:20,12198.13,191.23,Possible DDoS
server_1,21:25:00,21:25:30,11512.49,191.23,Possible DDoS
server_1,21:25:10,21:25:40,11512.49,191.23,Possible DDoS
server_1,21:25:20,21:25:50,8218.39,1426.89,Possible DDoS
server_1,21:25:30,21:26:00,8218.39,1426.89,Possible DDoS
server_1,21:25:40,21:26:10,1577.62,4418.91,Disk thrash suspected
server_1,21:25:50,21:26:20,976.30,4418.91,Disk thrash suspected
server_1,21:26:00,21:26:30,12480.70,4418.91,Network flood + Disk thrash suspected
server_1,21:26:10,21:26:40,12480.70,4069.36,Network flood + Disk thrash suspected
server_1,21:26:20,21:26:50,12480.70,4069.36,Network flood + Disk thrash suspected
server_1,21:26:30,21:27:00,9693.94,4069.36,Network flood + Disk thrash suspected
server_1,21:26:40,21:27:10,9693.94,1010.72,Possible DDoS
server_1,21:26:50,21:27:20,2666.20,1010.72,
server_1,21:27:00,21:27:30,2666.20,1010.72,
server_1,21:27:10,21:27:40,4174.15,1815.97,Network flood + Disk thrash suspected
server_1,21:27:20,21:27:50,4174.15,1815.97,Network flood + Disk thrash suspected
server_1,21:27:30,21:28:00,4174.15,1815.97,Network flood + Disk thrash suspected
server_1,21:27:40,21:28:10,924.54,71.96,
server_1,21:27:50,21:28:20,944.83,6530.86,Disk thrash suspected
server_1,21:28:00,21:28:30,14006.78,9741.09,Network flood + Disk thrash suspected
server_1,21:28:10,21:28:40,14006.78,9741.09,Network flood + Disk thrash suspected
server_1,21:28:20,21:28:50,14006.78,9741.09,Network flood + Disk thrash suspected
server_1,21:28:30,21:29:00,738.00,7781.58,Disk thrash suspected
server_1,21:28:40,21:29:10,882.94,7781.58,Disk thrash suspected
server_1,21:28:50,21:29:20,882.94,7781.58,Disk thrash suspected
server_1,21:29:00,21:29:30,882.94,156.90,
server_1,21:29:10,21:29:40,655.83,3137.93,Disk thrash suspected
server_1,21:29:20,21:29:50,600.23,3137.93,Disk thrash suspected
server_1,21:29:30,21:30:00,681.15,3137.93,Disk thrash suspected
server_1,21:29:40,21:30:10,1000.43,3037.26,Disk thrash suspected
server_1,21:29:50,21:30:20,1000.43,6280.61,Disk thrash suspected
server_1,21:30:00,21:30:30,1006.25,6280.61,Disk thrash suspected
server_1,21:30:10,21:30:40,11786.38,6280.61,Network flood + Disk thrash suspected
server_1,21:30:20,21:30:50,11786.38,83.13,Possible DDoS
server_1,21:30:30,21:31:00,12598.98,159.47,Possible DDoS
server_1,21:30:40,21:31:10,12598.98,159.47,Possible DDoS
server_1,21:30:50,21:31:20,12598.98,1653.13,Network flood + Disk thrash suspected
server_1,21:31:00,21:31:30,3356.78,1653.13,Network flood + Disk thrash suspected
server_1,21:31:10,21:31:40,3356.78,1653.13,Network flood + Disk thrash suspected
server_1,21:31:20,21:31:50,15679.98,9566.97,Network flood + Disk thrash suspected
server_1,21:31:30,21:32:00,15679.98,9566.97,Network flood + Disk thrash suspected
server_1,21:31:40,21:32:10,15679.98,9566.97,Network flood + Disk thrash suspected
server_1,21:31:50,21:32:20,935.68,82.57,
server_1,21:32:00,21:32:30,935.68,6378.05,Disk thrash suspected
server_1,21:32:10,21:32:40,4235.59,6378.05,Network flood + Disk thrash suspected
server_1,21:32:20,21:32:50,4235.59,6378.05,Network flood + Disk thrash suspected
server_1,21:32:30,21:33:00,10310.46,5515.97,Network flood + Disk thrash suspected
server_1,21:32:40,21:33:10,10310.46,5515.97,Network flood + Disk thrash suspected
server_1,21:32:50,21:33:20,10924.70,175.89,Possible DDoS
server_1,21:33:00,21:33:30,10924.70,1363.62,Possible DDoS
server_1,21:33:10,21:33:40,10924.70,9822.11,Network flood + Disk thrash suspected
server_1,21:33:20,21:33:50,9623.24,9822.11,Network flood + Disk thrash suspected
server_1,21:33:30,21:34:00,2244.33,9822.11,Disk thrash suspected
server_1,21:33:40,21:34:10,2244.33,5009.89,Disk thrash suspected
server_1,21:33:50,21:34:20,1501.80,5009.89,Disk thrash suspected
server_1,21:34:00,21:34:30,18015.59,1639.91,Network flood + Disk thrash suspected
server_1,21:34:10,21:34:40,18015.59,1639.91,Network flood + Disk thrash suspected
server_1,21:34:20,21:34:50,18015.59,1639.91,Network flood + Disk thrash suspected
server_1,21:34:30,21:35:00,1007.86,68.53,
server_1,21:34:40,21:35:10,776.46,140.36,
server_1,21:34:50,21:35:20,456.05,140.36,
server_1,21:35:00,21:35:30,4449.44,1401.15,Possible DDoS
server_1,21:35:10,21:35:40,4449.44,9178.74,Network flood + Disk thrash suspected
server_1,21:35:20,21:35:50,4449.44,9178.74,Network flood + Disk thrash suspected
server_1,21:35:30,21:36:00,634.91,9178.74,Disk thrash suspected
server_1,21:35:40,21:36:10,14952.38,9818.32,Network flood + Disk thrash suspected
server_1,21:35:50,21:36:20,14952.38,9818.32,Network flood + Disk thrash suspected
server_1,21:36:00,21:36:30,14952.38,9818.32,Network flood + Disk thrash suspected
server_1,21:36:10,21:36:40,7465.02,1086.15,Possible DDoS
server_1,21:36:20,21:36:50,2762.19,1086.15,
server_1,21:36:30,21:37:00,2762.19,1893.84,Disk thrash suspected
server_1,21:36:40,21:37:10,2762.19,1893.84,Disk thrash suspected
server_1,21:36:50,21:37:20,1859.62,1893.84,Disk thrash suspected
server_1,21:37:00,21:37:30,1529.79,834.69,
server_1,21:37:10,21:37:40,1529.79,834.69,
server_1,21:37:20,21:37:50,797.31,92.37,
server_1,21:37:30,21:38:00,834.30,56.63,
server_1,21:37:40,21:38:10,3456.00,1808.79,Network flood + Disk thrash suspected
server_1,21:37:50,21:38:20,3456.00,8604.41,Network flood + Disk thrash suspected
server_1,21:38:00,21:38:30,3456.00,8604.41,Network flood + Disk thrash suspected
server_1,21:38:10,21:38:40,818.82,8604.41,Disk thrash suspected
server_1,21:38:20,21:38:50,4942.64,7193.07,Network flood + Disk thrash suspected
server_1,21:38:30,21:39:00,4942.64,7193.07,Network flood + Disk thrash suspected
server_1,21:38:40,21:39:10,4942.64,7193.07,Network flood + Disk thrash suspected
server_1,21:38:50,21:39:20,3968.32,1018.01,Possible DDoS
server_1,21:39:00,21:39:30,3121.71,995.41,
server_1,21:39:10,21:39:40,3121.71,995.41,
server_1,21:39:20,21:39:50,952.70,149.13,
server_1,21:39:30,21:40:00,952.70,149.13,
server_1,21:39:40,21:40:10,952.70,149.13,
server_1,21:39:50,21:40:20,913.63,114.26,
server_1,21:40:00,21:40:30,849.41,114.26,
server_1,21:40:10,21:40:40,10194.53,114.26,Possible DDoS
server_1,21:40:20,21:40:50,10194.53,111.20,Possible DDoS
server_1,21:40:30,21:41:00,10194.53,111.20,Possible DDoS
server_1,21:40:40,21:41:10,19856.77,111.20,Possible DDoS
server_1,21:40:50,21:41:20,19856.77,179.96,Possible DDoS
server_1,21:41:00,21:41:30,19856.77,9425.23,Network flood + Disk thrash suspected
server_1,21:41:10,21:41:40,14830.54,9425.23,Network flood + Disk thrash suspected
server_1,21:41:20,21:41:50,814.53,9425.23,Disk thrash suspected
server_1,21:41:30,21:42:00,814.53,3973.27,Disk thrash suspected
server_1,21:41:40,21:42:10,4176.14,3973.27,Network flood + Disk thrash suspected
server_1,21:41:50,21:42:20,4176.14,518.55,Possible DDoS
server_1,21:42:00,21:42:30,4176.14,518.55,Possible DDoS
server_1,21:42:10,21:42:40,827.09,169.44,
server_1,21:42:20,21:42:50,548.43,5935.00,Disk thrash suspected
server_1,21:42:30,21:43:00,548.43,5935.00,Disk thrash suspected
server_1,21:42:40,21:43:10,16568.71,5935.00,Network flood + Disk thrash suspected
server_1,21:42:50,21:43:20,16568.71,4575.50,Network flood + Disk thrash suspected
server_1,21:43:00,21:43:30,16568.71,4575.50,Network flood + Disk thrash suspected
server_1,21:43:10,21:43:40,1035.50,4575.50,Disk thrash suspected
server_1,21:43:20,21:43:50,1035.50,89.10,
server_1,21:43:30,21:44:00,11205.74,915.36,Possible DDoS
server_1,21:43:40,21:44:10,11205.74,8302.95,Network flood + Disk thrash suspected
server_1,21:43:50,21:44:20,11205.74,8302.95,Network flood + Disk thrash suspected
server_1,21:44:00,21:44:30,6564.20,8302.95,Network flood + Disk thrash suspected
server_1,21:44:10,21:44:40,19187.35,6926.57,Network flood + Disk thrash suspected
server_1,21:44:20,21:44:50,19187.35,127.90,Possible DDoS
server_1,21:44:30,21:45:00,19187.35,5876.08,Network flood + Disk thrash suspected
server_1,21:44:40,21:45:10,16712.77,5876.08,Network flood + Disk thrash suspected
server_1,21:44:50,21:45:20,16712.77,5876.08,Network flood + Disk thrash suspected
server_1,21:45:00,21:45:30,4019.98,1596.03,Network flood + Disk thrash suspected
server_1,21:45:10,21:45:40,1608.76,3958.04,Disk thrash suspected
server_1,21:45:20,21:45:50,1608.76,3958.04,Disk thrash suspected
server_1,21:45:30,21:46:00,905.78,3958.04,Disk thrash suspected
server_1,21:45:40,21:46:10,11647.62,129.78,Possible DDoS
server_1,21:45:50,21:46:20,11647.62,129.78,Possible DDoS
server_1,21:46:00,21:46:30,11647.62,129.78,Possible DDoS
server_1,21:46:10,21:46:40,979.37,97.65,
server_1,21:46:20,21:46:50,17976.32,145.13,Possible DDoS
server_1,21:46:30,21:47:00,17976.32,145.13,Possible DDoS
server_1,21:46:40,21:47:10,17976.32,6620.88,Network flood + Disk thrash suspected
server_1,21:46:50,21:47:20,16656.56,6620.88,Network flood + Disk thrash suspected
server_1,21:47:00,21:47:30,16656.56,6620.88,Network flood + Disk thrash suspected
server_1,21:47:10,21:47:40,16656.56,950.93,Possible DDoS
server_1,21:47:20,21:47:50,4772.75,950.93,Possible DDoS
server_1,21:47:30,21:48:00,4772.75,5849.83,Network flood + Disk thrash suspected
server_1,21:47:40,21:48:10,5351.73,8905.86,Network flood + Disk thrash suspected
server_1,21:47:50,21:48:20,5351.73,8905.86,Network flood + Disk thrash suspected
server_1,21:48:00,21:48:30,11284.31,8905.86,Network flood + Disk thrash suspected
server_1,21:48:10,21:48:40,11284.31,3286.06,Network flood + Disk thrash suspected
server_1,21:48:20,21:48:50,11284.31,141.60,Possible DDoS
server_1,21:48:30,21:49:00,945.27,137.74,
server_1,21:48:40,21:49:10,945.27,60.89,
server_1,21:48:50,21:49:20,6794.58,173.10,Possible DDoS
server_1,21:49:00,21:49:30,6794.58,173.10,Possible DDoS
server_1,21:49:10,21:49:40,18148.41,173.10,Possible DDoS
server_1,21:49:20,21:49:50,18148.41,512.28,Possible DDoS
server_1,21:49:30,21:50:00,18148.41,512.28,Possible DDoS
server_1,21:49:40,21:50:10,3192.70,552.79,
server_1,21:49:50,21:50:20,1418.67,6337.05,Disk thrash suspected
server_1,21:50:00,21:50:30,1418.67,6337.05,Disk thrash suspected
server_1,21:50:10,21:50:40,797.65,6337.05,Disk thrash suspected
server_1,21:50:20,21:50:50,999.95,5228.92,Disk thrash suspected
server_1,21:50:30,21:51:00,999.95,5802.04,Disk thrash suspected
server_1,21:50:40,21:51:10,4310.47,5802.04,Network flood + Disk thrash suspected
server_1,21:50:50,21:51:20,19946.16,5802.04,Network flood + Disk thrash suspected
server_1,21:51:00,21:51:30,19946.16,1471.90,Possible DDoS
server_1,21:51:10,21:51:40,19946.16,148.15,Possible DDoS
server_1,21:51:20,21:51:50,17361.50,114.83,Possible DDoS
server_1,21:51:30,21:52:00,17361.50,1648.00,Network flood + Disk thrash suspected
server_1,21:51:40,21:52:10,18790.85,1648.00,Network flood + Disk thrash suspected
server_1,21:51:50,21:52:20,18790.85,1648.00,Network flood + Disk thrash suspected
server_1,21:52:00,21:52:30,18790.85,1038.25,Possible DDoS
server_1,21:52:10,21:52:40,3919.40,1038.25,Possible DDoS
server_1,21:52:20,21:52:50,3919.40,1038.25,Possible DDoS
server_1,21:52:30,21:53:00,3017.16,3324.64,Disk thrash suspected
server_1,21:52:40,21:53:10,3017.16,3324.64,Disk thrash suspected
server_1,21:52:50,21:53:20,3017.16,3324.64,Disk thrash suspected
server_1,21:53:00,21:53:30,1005.55,139.62,
server_1,21:53:10,21:53:40,1005.55,3026.23,Disk thrash suspected
server_1,21:53:20,21:53:50,1005.55,3026.23,Disk thrash suspected
server_1,21:53:30,21:54:00,1078.43,3026.23,Disk thrash suspected
server_1,21:53:40,21:54:10,11646.80,65.10,Possible DDoS
server_1,21:53:50,21:54:20,11646.80,65.10,Possible DDoS
server_1,21:54:00,21:54:30,11646.80,8374.39,Network flood + Disk thrash suspected
server_1,21:54:10,21:54:40,911.86,8374.39,Disk thrash suspected
server_1,21:54:20,21:54:50,988.65,8374.39,Disk thrash suspected
server_1,21:54:30,21:55:00,988.65,114.08,
server_1,21:54:40,21:55:10,11486.59,6315.85,Network flood + Disk thrash suspected
server_1,21:54:50,21:55:20,11486.59,6315.85,Network flood + Disk thrash suspected
server_1,21:55:00,21:55:30,11486.59,6315.85,Network flood + Disk thrash suspected
server_1,21:55:10,21:55:40,3805.49,1440.07,Possible DDoS
server_1,21:55:20,21:55:50,2838.53,736.83,
server_1,21:55:30,21:56:00,2838.53,736.83,
server_1,21:55:40,21:56:10,732.13,3958.70,Disk thrash suspected
server_1,21:55:50,21:56:20,713.63,3958.70,Disk thrash suspected
server_1,21:56:00,21:56:30,19456.10,3958.70,Network flood + Disk thrash suspected
server_1,21:56:10,21:56:40,19456.10,1045.18,Possible DDoS
server_1,21:56:20,21:56:50,19868.69,1869.72,Network flood + Disk thrash suspected
server_1,21:56:30,21:57:00,19868.69,1869.72,Network flood + Disk thrash suspected
server_1,21:56:40,21:57:10,19868.69,1869.72,Network flood + Disk thrash suspected
server_1,21:56:50,21:57:20,19206.54,1206.99,Possible DDoS
server_1,21:57:00,21:57:30,11719.34,8743.16,Network flood + Disk thrash suspected
server_1,21:57:10,21:57:40,878.21,8743.16,Disk thrash suspected
server_1,21:57:20,21:57:50,7615.12,8743.16,Network flood + Disk thrash suspected
server_1,21:57:30,21:58:00,7615.12,5850.44,Network flood + Disk thrash suspected
server_1,21:57:40,21:58:10,7615.12,5269.13,Network flood + Disk thrash suspected
server_1,21:57:50,21:58:20,843.36,5269.13,Disk thrash suspected
server_1,21:58:00,21:58:30,9341.89,159.68,Possible DDoS
