ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
20:52:10,server_4,25.3,44.44,266.32,344.25,26.27
20:52:10,server_5,46.43,50.65,536.18,379.56,25.51
20:52:10,server_1,63.91,56.6,643.81,523.87,91.18
20:52:10,server_6,23.96,23.43,287.68,399.27,113.58
20:52:10,server_7,61.3,57.2,2424.62,2312.68,524.2
20:52:10,server_8,66.49,68.96,630.39,846.9,156.35
20:52:10,server_10,38.17,43.75,97.59,131.26,8741.0
20:52:15,server_12,72.4,47.46,11037.2,12203.4,65.78
20:52:15,server_19,75.42,32.08,11479.84,12820.66,95.64
20:52:15,server_18,24.6,18.04,370.3,211.84,0.0
20:52:15,server_17,23.14,93.85,261.09,135.35,116.83
20:52:15,server_16,37.43,39.16,400.87,235.06,8.43
20:52:15,server_15,52.0,58.41,482.78,256.59,94.2
20:52:15,server_14,36.23,43.68,384.25,199.31,0.0
20:52:15,server_13,62.21,49.28,3595.27,3570.85,956.19
20:52:15,server_11,28.08,21.77,6.03,7.18,8466.92
20:52:15,server_20,38.03,52.53,330.9,235.04,59.18
20:52:15,server_9,53.98,47.74,463.45,596.09,150.26
20:52:15,server_1,33.45,29.97,343.4,200.63,85.58
20:52:15,server_2,49.51,26.78,125.18,99.55,9824.42
20:52:15,server_3,45.36,48.45,416.32,526.75,116.17
20:52:15,server_4,67.19,56.54,2723.65,3250.0,626.04
20:52:15,server_10,18.18,99.24,189.05,142.88,72.65
20:52:15,server_6,15.07,83.85,164.78,134.59,0.0
20:52:15,server_7,48.48,43.35,471.52,346.92,0.0
20:52:15,server_8,15.85,90.46,150.47,113.88,1.42
20:52:15,server_5,62.23,54.3,5338.0,4798.27,198.97
20:52:20,server_11,20.79,46.08,80.12,110.9,7256.26
20:52:20,server_19,93.27,27.14,947.69,961.96,62.3
20:52:20,server_18,65.07,50.64,3970.65,4720.46,1947.55
20:52:20,server_17,98.09,91.8,1043.56,1410.87,45.03
20:52:20,server_16,44.62,65.23,359.88,284.37,141.9
20:52:20,server_15,53.78,44.28,19481.87,18014.84,151.84
20:52:20,server_14,39.71,56.61,388.76,392.07,69.55
20:52:20,server_13,71.78,46.81,7528.44,6412.9,98.93
20:52:20,server_12,38.31,39.7,426.09,218.7,69.62
20:52:20,server_20,36.79,40.94,413.83,359.89,139.48
20:52:20,server_10,84.87,2.99,910.01,1052.34,37.82
20:52:20,server_8,28.37,17.29,262.9,205.9,35.99
20:52:20,server_7,33.95,34.71,54.83,38.37,4996.65
20:52:20,server_6,62.18,72.03,682.57,585.85,0.0
20:52:20,server_5,10.67,80.15,134.1,180.17,61.7
20:52:20,server_4,65.75,46.88,4070.45,4370.89,966.01
20:52:20,server_3,86.29,23.56,887.56,1230.55,139.75
20:52:20,server_2,38.88,41.75,325.17,188.25,0.0
20:52:20,server_1,47.04,37.22,463.93,261.1,38.1
20:52:20,server_9,29.19,91.3,377.23,190.77,86.65
20:52:25,server_13,94.34,94.67,933.84,1366.6,78.4
20:52:25,server_14,62.17,73.99,580.63,448.52,0.0
20:52:25,server_16,42.65,43.97,53.59,46.86,6417.52
20:52:25,server_12,82.66,26.26,769.93,630.04,10.47
20:52:25,server_18,39.44,40.09,393.47,563.32,40.9
20:52:25,server_19,62.06,57.04,5002.66,5070.68,123.32
20:52:25,server_20,36.88,33.82,429.76,274.84,0.0
20:52:25,server_17,88.5,0.27,792.78,400.65,64.47
20:52:25,server_11,31.6,33.72,44.65,66.47,9607.69
20:52:25,server_15,22.31,25.29,146.06,80.23,9255.47
20:52:25,server_9,86.22,85.78,766.35,1074.67,68.97
20:52:25,server_1,64.31,54.14,701.34,459.45,28.92
20:52:25,server_2,62.28,33.68,12721.2,13779.77,148.28
20:52:25,server_3,49.51,42.49,476.65,428.91,53.38
20:52:25,server_4,66.9,44.18,3647.44,3105.6,1680.24
20:52:25,server_10,86.65,16.51,842.9,508.82,0.0
20:52:25,server_6,3.43,90.93,166.17,233.4,54.41
20:52:25,server_7,85.38,9.3,819.13,1180.39,0.0
20:52:25,server_8,27.67,97.67,303.59,177.1,144.16
20:52:25,server_5,51.94,53.56,1063.82,980.15,1564.04
20:52:30,server_20,41.63,46.94,13.85,16.84,8420.67
20:52:30,server_19,31.85,48.31,5.02,6.37,3081.41
20:52:30,server_18,62.8,71.45,747.38,1047.5,81.96
20:52:30,server_17,31.13,40.46,144.97,137.34,4858.46
20:52:30,server_16,57.89,59.72,11860.87,13727.21,189.19
20:52:30,server_15,68.1,73.77,676.9,549.0,0.0
20:52:30,server_14,58.17,70.5,583.59,469.7,37.02
20:52:30,server_12,68.83,33.0,12479.47,12905.65,161.24
20:52:30,server_11,9.93,97.53,98.19,103.93,35.4
20:52:30,server_13,66.61,89.56,734.29,425.21,72.91
20:52:30,server_9,58.77,56.89,611.33,789.55,48.34
20:52:30,server_8,32.21,53.53,358.84,283.34,44.22
20:52:30,server_7,31.79,52.26,347.3,424.16,0.0
20:52:30,server_6,26.56,33.12,297.23,226.82,51.62
20:52:30,server_5,59.84,76.2,637.34,708.17,44.67
20:52:30,server_4,52.27,56.37,1422.39,1250.69,1210.98
20:52:30,server_3,41.52,58.61,453.69,278.57,99.55
20:52:30,server_2,39.97,47.62,377.52,557.69,65.52
20:52:30,server_10,69.52,94.09,742.95,677.27,67.45
20:52:30,server_1,32.56,25.02,307.64,439.29,76.22
20:52:35,server_13,91.72,10.02,781.38,706.26,65.98
20:52:35,server_14,77.21,52.76,9408.25,8545.0,20.4
20:52:35,server_15,86.52,95.56,849.94,755.12,127.9
20:52:35,server_16,97.59,3.81,1013.12,1387.34,57.97
20:52:35,server_20,24.9,37.12,237.19,133.58,0.0
20:52:35,server_18,34.26,39.17,365.91,314.83,101.07
20:52:35,server_19,94.66,82.23,925.07,679.3,47.45
20:52:35,server_12,28.8,55.07,300.09,270.02,39.34
20:52:35,server_17,45.59,22.63,25.63,25.7,9764.35
20:52:35,server_11,93.43,10.57,891.77,997.32,175.72
20:52:35,server_3,96.07,15.23,998.91,1099.8,38.9
20:52:35,server_9,14.15,94.72,161.24,137.87,65.54
20:52:35,server_8,67.44,83.2,713.81,1043.48,26.82
20:52:35,server_7,66.5,47.51,2207.5,2176.13,1142.31
20:52:35,server_6,86.74,22.51,782.85,902.75,66.53
20:52:35,server_5,87.03,91.84,882.23,783.17,67.8
20:52:35,server_4,23.59,27.99,298.09,183.05,23.55
20:52:35,server_2,86.9,99.56,863.7,695.47,153.68
20:52:35,server_1,47.15,42.09,39.89,32.68,9516.87
20:52:35,server_10,52.21,54.69,485.2,417.01,80.34
20:52:40,server_12,79.73,56.36,13956.69,12224.86,21.86
20:52:40,server_13,55.74,60.63,564.34,585.94,0.0
20:52:40,server_14,57.32,45.34,647.64,883.39,88.6
20:52:40,server_15,54.6,54.64,3158.29,2616.98,1328.02
20:52:40,server_19,62.27,79.05,653.08,688.05,50.26
20:52:40,server_17,68.35,47.7,5916.45,5496.04,155.76
20:52:40,server_18,37.08,34.51,24.12,13.28,6836.32
20:52:40,server_11,53.12,56.52,542.48,655.39,108.56
20:52:40,server_16,20.86,27.99,103.22,68.88,4159.86
20:52:40,server_20,28.84,45.99,38.95,25.94,4362.57
20:52:40,server_10,50.48,33.1,6391.53,5409.58,25.73
20:52:40,server_8,50.25,54.22,473.01,623.2,81.56
20:52:40,server_1,1.85,91.69,0.0,0.0,67.26
20:52:40,server_2,49.39,54.14,412.55,534.81,0.0
20:52:40,server_3,23.91,35.97,159.74,166.96,3240.59
20:52:40,server_9,53.04,71.56,587.42,878.43,51.39
20:52:40,server_5,67.42,63.92,1970.06,2356.36,1299.16
20:52:40,server_6,22.26,23.29,230.26,226.15,0.0
20:52:40,server_7,20.78,11.39,284.18,202.34,81.65
20:52:40,server_4,62.36,69.66,599.93,603.22,0.0
20:52:45,server_13,47.54,42.43,453.8,433.71,17.8
20:52:45,server_20,88.18,29.16,835.71,616.0,114.53
20:52:45,server_19,42.36,48.63,408.8,564.37,137.77
20:52:45,server_18,36.49,43.71,311.53,356.81,0.0
20:52:45,server_17,40.16,49.72,446.64,409.26,10.53
20:52:45,server_16,29.21,33.25,346.14,216.91,68.4
20:52:45,server_15,71.15,40.79,8551.66,9054.6,124.68
20:52:45,server_14,93.4,97.9,1020.23,801.15,198.44
20:52:45,server_12,13.28,81.68,55.16,64.12,108.94
20:52:45,server_11,63.88,48.99,1203.5,1359.36,651.68
20:52:45,server_1,93.69,17.94,966.36,1294.79,0.0
20:52:45,server_9,49.51,46.78,145.9,174.31,7145.0
20:52:45,server_8,24.65,12.61,349.46,376.67,56.09
20:52:45,server_7,66.63,58.8,690.95,638.48,12.98
20:52:45,server_6,55.42,43.16,2972.86,3031.86,1060.29
20:52:45,server_5,20.29,94.77,152.33,193.78,99.71
20:52:45,server_4,58.24,34.54,14184.12,13054.33,24.72
20:52:45,server_3,21.39,39.2,155.28,231.68,20.44
20:52:45,server_2,60.57,30.67,18432.69,14785.43,122.22
20:52:45,server_10,26.3,37.2,166.12,173.35,8598.9
20:52:50,server_13,98.31,7.43,996.73,797.73,108.05
20:52:50,server_14,66.38,40.84,10903.81,10873.98,116.39
20:52:50,server_15,23.57,95.4,250.38,127.12,117.07
20:52:50,server_16,42.03,26.12,86.6,83.45,9593.47
20:52:50,server_12,26.38,40.91,217.47,317.97,48.72
20:52:50,server_18,70.95,49.05,11407.67,10300.62,188.15
20:52:50,server_19,90.67,95.08,893.6,713.1,132.89
20:52:50,server_20,37.31,45.75,333.94,264.7,38.62
20:52:50,server_17,49.89,40.61,78.12,55.98,8625.85
20:52:50,server_11,23.83,23.91,183.02,250.79,6793.87
20:52:50,server_1,89.67,27.52,1000.15,1161.27,0.0
20:52:50,server_9,50.68,67.89,456.29,452.51,21.78
20:52:50,server_8,97.62,92.45,923.43,1105.66,76.43
20:52:50,server_7,63.87,56.42,640.46,945.93,0.0
20:52:50,server_6,69.18,72.5,649.45,933.58,97.05
20:52:50,server_5,89.88,85.59,884.49,1161.05,136.12
20:52:50,server_4,99.37,8.33,1050.63,1307.57,40.06
20:52:50,server_3,98.61,12.96,1046.58,1493.24,19.57
20:52:50,server_2,39.78,48.56,74.23,91.06,5821.89
20:52:50,server_10,40.47,33.3,140.08,149.83,3236.35
20:52:55,server_13,39.63,28.0,123.65,143.03,8535.17
20:52:55,server_14,27.51,38.1,345.54,229.77,15.39
20:52:55,server_15,67.57,72.29,652.49,975.11,0.0
20:52:55,server_16,62.09,63.59,727.94,719.63,115.59
20:52:55,server_20,54.86,37.36,19640.36,16211.98,57.04
20:52:55,server_18,88.21,19.24,946.91,947.82,124.47
20:52:55,server_19,86.74,84.26,821.18,420.56,63.5
20:52:55,server_12,14.96,94.84,163.58,217.36,5.92
20:52:55,server_17,51.96,64.39,561.36,565.12,26.44
20:52:55,server_11,20.52,27.67,212.48,175.47,0.0
20:52:55,server_5,89.94,94.09,856.0,960.23,48.85
20:52:55,server_9,45.46,33.18,478.24,505.93,52.12
20:52:55,server_2,65.19,67.79,669.13,783.36,22.19
20:52:55,server_3,55.85,41.01,3119.35,3289.12,935.91
20:52:55,server_4,37.81,43.65,423.67,514.69,49.94
20:52:55,server_1,40.52,50.51,452.55,509.66,30.28
20:52:55,server_6,32.42,44.98,334.02,249.61,37.3
20:52:55,server_7,63.81,70.74,715.3,469.41,81.3
20:52:55,server_8,25.89,88.49,185.52,113.01,39.33
20:52:55,server_10,66.4,69.61,705.83,529.5,62.29
20:53:00,server_12,93.89,92.72,971.37,592.94,25.48
20:53:00,server_19,89.01,19.24,860.61,1200.49,19.57
20:53:00,server_18,92.31,85.6,941.15,744.24,115.16
20:53:00,server_17,99.08,80.33,1085.56,1236.43,144.52
20:53:00,server_16,63.69,75.9,637.65,539.74,2.98
20:53:00,server_15,54.74,54.41,531.07,497.91,103.35
20:53:00,server_14,92.34,17.79,998.38,1244.71,48.4
20:53:00,server_13,93.86,99.62,1002.68,1475.47,30.19
20:53:00,server_11,44.58,49.05,449.1,628.77,61.38
20:53:00,server_20,33.27,37.95,344.85,356.06,0.79
20:53:00,server_9,53.5,52.39,555.75,434.26,143.51
20:53:00,server_1,31.76,52.62,415.84,251.03,20.19
20:53:00,server_2,21.48,86.06,152.79,168.62,38.71
20:53:00,server_3,33.47,37.79,333.31,250.16,77.48
20:53:00,server_4,60.79,66.7,2901.67,2780.25,1073.83
20:53:00,server_10,91.57,80.64,990.63,1306.46,118.85
20:53:00,server_6,43.72,49.44,395.4,454.93,31.89
20:53:00,server_7,52.52,47.24,2212.86,1860.38,1082.45
20:53:00,server_8,36.45,58.21,398.18,506.44,72.46
20:53:00,server_5,55.05,47.79,469.75,534.29,36.89
20:53:05,server_11,46.6,62.59,4055.31,3320.66,1593.53
20:53:05,server_19,99.38,96.21,1029.61,1476.56,88.82
20:53:05,server_18,91.16,6.81,862.09,1073.33,113.51
20:53:05,server_17,94.41,12.1,895.01,739.5,5.54
20:53:05,server_16,80.62,11.53,898.74,590.51,75.56
20:53:05,server_15,93.69,83.21,937.57,1242.94,164.68
20:53:05,server_14,32.77,34.5,294.25,254.88,47.46
20:53:05,server_13,66.96,63.11,1174.48,1087.28,1786.99
20:53:05,server_12,63.09,41.84,4369.13,4723.91,828.1
20:53:05,server_20,62.82,69.41,2076.54,2246.65,1903.02
20:53:05,server_10,89.51,1.15,909.79,990.43,0.0
20:53:05,server_8,59.66,45.14,2428.64,2284.29,1462.8
20:53:05,server_7,75.31,35.78,15006.67,14245.75,66.85
20:53:05,server_6,89.7,12.64,935.79,533.8,43.09
20:53:05,server_5,63.58,32.27,6657.7,5528.55,133.41
20:53:05,server_4,53.41,64.79,2961.54,3101.71,1819.97
20:53:05,server_3,34.82,25.56,259.87,264.64,104.1
20:53:05,server_2,53.53,61.03,465.67,361.08,50.73
20:53:05,server_1,7.98,95.71,56.66,35.83,112.58
20:53:05,server_9,29.14,37.21,336.65,198.1,12.42
20:53:10,server_14,66.98,38.56,14345.34,15160.71,18.1
20:53:10,server_15,29.79,97.51,371.34,345.23,0.0
20:53:10,server_16,27.61,83.24,311.44,387.04,32.64
20:53:10,server_13,42.36,38.0,418.36,558.81,72.78
20:53:10,server_18,95.31,91.68,1012.09,569.86,56.38
20:53:10,server_19,40.14,53.21,4244.06,4456.89,1259.02
20:53:10,server_20,92.15,87.87,821.76,1030.4,67.89
20:53:10,server_17,64.8,58.86,642.46,822.16,57.8
20:53:10,server_12,87.37,9.7,828.9,1052.89,127.77
20:53:10,server_11,56.18,58.47,515.37,418.12,65.1
20:53:10,server_1,52.1,74.01,597.35,307.2,74.68
20:53:10,server_9,68.45,47.7,3460.78,3156.06,1573.2
20:53:10,server_8,28.93,36.94,59.98,34.38,7240.61
20:53:10,server_7,53.32,40.78,5320.67,5982.96,199.15
20:53:10,server_6,24.62,35.14,84.51,120.44,5953.43
20:53:10,server_5,64.5,55.58,13787.57,15713.41,100.67
20:53:10,server_4,32.86,34.16,210.91,197.77,99.58
20:53:10,server_3,42.42,34.22,417.83,290.55,57.8
20:53:10,server_2,20.21,47.7,135.52,184.39,33.76
20:53:10,server_10,60.17,71.6,710.45,683.69,39.48
20:53:15,server_13,44.68,57.01,456.71,470.39,136.15
20:53:15,server_14,49.88,55.28,1504.71,1283.55,1706.39
20:53:15,server_15,7.06,80.8,65.03,44.88,25.57
20:53:15,server_20,50.48,54.39,4043.08,3355.75,1981.57
20:53:15,server_18,66.71,91.64,703.39,1010.4,42.26
20:53:15,server_19,77.5,34.17,8480.28,8579.23,78.63
20:53:15,server_12,25.95,24.93,106.3,56.87,5778.3
20:53:15,server_16,53.33,46.73,2240.97,2012.18,1704.92
20:53:15,server_11,98.63,88.7,1013.9,941.76,126.44
20:53:15,server_17,64.71,50.12,14311.65,12665.27,40.75
20:53:15,server_9,57.21,51.11,537.64,405.49,20.9
20:53:15,server_10,42.28,54.83,439.19,344.93,0.0
20:53:15,server_2,52.23,52.02,514.87,489.39,28.49
20:53:15,server_3,35.96,27.46,371.8,186.5,18.92
20:53:15,server_4,46.21,40.4,450.3,671.79,116.11
20:53:15,server_1,85.76,20.72,865.6,1099.98,122.01
20:53:15,server_6,69.83,60.04,714.73,717.5,7.48
20:53:15,server_7,35.58,20.49,309.64,262.83,57.73
20:53:15,server_8,69.01,75.34,730.77,476.29,70.95
20:53:15,server_5,61.23,50.11,11589.94,9894.4,133.82
20:53:20,server_20,67.57,66.5,602.51,865.12,31.23
20:53:20,server_12,22.39,48.7,181.99,245.1,6641.04
20:53:20,server_19,89.0,12.33,878.31,997.02,68.31
20:53:20,server_18,51.13,50.48,12963.46,14234.33,140.57
20:53:20,server_17,28.68,40.69,228.54,141.62,14.78
20:53:20,server_16,45.52,53.87,464.22,337.95,117.08
20:53:20,server_15,97.38,86.58,964.46,578.41,0.0
20:53:20,server_14,63.11,66.06,603.39,645.55,157.96
20:53:20,server_13,25.12,21.07,93.28,47.95,7978.78
20:53:20,server_11,48.49,50.81,3717.64,3748.72,1473.94
20:53:20,server_7,75.85,34.44,11969.56,13187.13,180.83
20:53:20,server_9,48.25,53.21,487.09,285.0,59.04
20:53:20,server_8,29.4,38.04,219.92,253.84,147.18
20:53:20,server_6,21.53,37.89,185.76,261.61,4.49
20:53:20,server_5,66.24,73.27,669.3,849.04,115.3
20:53:20,server_4,60.15,58.26,577.15,627.3,47.32
20:53:20,server_3,25.0,96.14,300.96,247.3,103.05
20:53:20,server_2,54.73,31.05,15865.63,13750.27,118.97
20:53:20,server_1,30.21,29.43,322.75,300.82,80.07
20:53:20,server_10,45.4,37.85,435.7,280.36,19.06
20:53:25,server_15,76.53,56.78,8733.06,7105.01,119.92
20:53:25,server_13,91.5,92.67,903.3,1011.08,119.75
20:53:25,server_14,35.48,35.04,27.83,26.61,7557.85
20:53:25,server_16,39.63,41.63,409.37,466.23,0.0
20:53:25,server_12,96.37,94.07,997.35,636.12,41.98
20:53:25,server_18,94.08,99.26,918.49,1281.37,133.59
20:53:25,server_19,74.66,37.71,10059.58,10251.78,189.29
20:53:25,server_20,68.87,63.86,581.64,802.52,86.56
20:53:25,server_17,97.23,94.4,974.56,686.6,95.34
20:53:25,server_11,16.23,92.52,153.97,218.31,69.28
20:53:25,server_1,64.54,82.51,551.54,416.36,127.05
20:53:25,server_9,17.03,81.34,164.9,238.93,170.2
20:53:25,server_2,58.0,78.14,573.16,795.46,25.03
20:53:25,server_3,50.07,51.06,480.56,425.11,18.05
20:53:25,server_4,91.77,18.13,951.65,716.76,2.24
20:53:25,server_10,90.48,82.4,983.13,956.35,172.08
20:53:25,server_6,62.14,78.92,657.44,384.68,39.2
20:53:25,server_7,66.08,67.8,2517.47,2892.96,1771.8
20:53:25,server_8,48.16,49.39,587.66,621.52,31.76
20:53:25,server_5,65.23,53.9,17707.07,18752.01,171.95
20:53:30,server_13,66.72,80.67,616.61,533.73,12.99
20:53:30,server_20,26.41,47.98,2.76,3.18,9651.27
20:53:30,server_19,25.48,88.15,286.82,159.72,91.51
20:53:30,server_18,73.12,54.78,5281.83,5008.09,44.85
20:53:30,server_17,90.62,95.98,826.66,953.95,64.43
20:53:30,server_16,64.54,61.09,659.54,880.92,34.36
20:53:30,server_15,35.76,29.06,319.95,228.61,0.0
20:53:30,server_14,93.52,19.63,1001.83,684.07,74.68
20:53:30,server_12,26.84,38.71,196.54,242.2,23.5
20:53:30,server_11,62.16,53.33,8942.75,9488.89,46.08
20:53:30,server_1,92.17,80.38,884.63,1228.86,82.94
20:53:30,server_9,38.03,41.58,396.93,245.1,121.16
20:53:30,server_8,67.78,88.19,664.52,896.38,60.99
20:53:30,server_7,90.09,95.23,889.19,850.78,100.56
20:53:30,server_6,45.39,51.36,531.06,409.09,25.11
20:53:30,server_5,52.62,47.0,3236.79,2705.71,1815.97
20:53:30,server_4,68.04,58.58,741.08,405.04,75.28
20:53:30,server_3,35.57,34.62,288.59,261.91,35.46
20:53:30,server_2,47.21,56.18,487.99,339.41,101.34
20:53:30,server_10,48.67,44.87,536.5,436.64,0.0
20:53:35,server_13,33.5,37.64,14.58,18.51,8151.23
20:53:35,server_14,61.36,43.36,4947.19,5502.09,1041.82
20:53:35,server_15,23.28,96.32,244.64,306.43,141.37
20:53:35,server_16,67.82,45.41,13749.12,15752.91,30.24
20:53:35,server_12,48.15,38.71,414.18,366.04,56.87
20:53:35,server_18,43.84,51.64,466.56,556.53,90.81
20:53:35,server_19,21.56,90.52,211.18,254.81,91.48
20:53:35,server_20,31.64,39.09,286.67,265.98,39.89
20:53:35,server_17,84.76,23.49,941.85,837.91,67.84
20:53:35,server_11,55.55,42.96,18039.47,21085.88,34.06
20:53:35,server_1,29.55,37.42,312.81,211.47,0.63
20:53:35,server_9,65.91,47.83,9420.77,9318.47,75.91
20:53:35,server_8,91.99,13.66,961.56,880.2,107.4
20:53:35,server_7,31.11,29.58,62.29,34.88,8467.13
20:53:35,server_6,20.26,15.85,92.29,119.47,40.4
20:53:35,server_5,62.48,75.27,583.86,481.73,0.0
20:53:35,server_4,84.69,23.7,750.86,419.54,51.04
20:53:35,server_3,66.27,40.98,12954.87,11182.65,106.45
20:53:35,server_2,35.86,32.73,365.98,266.28,21.26
20:53:35,server_10,51.46,65.13,484.46,670.0,14.29
20:53:40,server_13,14.1,81.53,144.39,103.48,30.13
20:53:40,server_14,54.3,71.66,573.16,705.32,71.53
20:53:40,server_15,55.63,64.28,1388.43,1513.18,848.79
20:53:40,server_16,51.13,80.17,519.09,263.56,0.0
20:53:40,server_20,45.15,69.98,1824.74,1887.82,1892.05
20:53:40,server_18,11.23,92.64,79.37,82.15,17.8
20:53:40,server_19,49.33,43.59,4586.14,5431.23,783.25
20:53:40,server_12,18.72,97.71,178.02,237.7,101.94
20:53:40,server_17,69.44,70.14,689.18,527.36,105.62
20:53:40,server_11,99.0,8.52,1077.14,687.51,14.93
20:53:40,server_1,51.13,39.82,17242.31,16477.5,0.02
20:53:40,server_9,97.86,99.52,921.18,1032.26,95.41
20:53:40,server_2,39.76,44.86,430.02,605.16,51.5
20:53:40,server_3,91.46,19.3,889.25,1314.34,95.5
20:53:40,server_4,68.27,57.34,1716.76,1483.59,1043.52
20:53:40,server_10,51.66,63.3,1412.86,1680.72,1390.26
20:53:40,server_6,96.19,97.4,932.25,1015.25,154.19
20:53:40,server_7,68.0,31.53,17881.6,14903.26,119.84
20:53:40,server_8,71.63,46.47,6828.67,6228.1,60.31
20:53:40,server_5,47.79,61.96,2967.81,2889.7,1543.99
20:53:45,server_12,92.72,87.81,893.4,1012.39,80.34
20:53:45,server_19,99.09,84.16,982.05,603.01,62.76
20:53:45,server_18,34.71,76.05,355.35,389.01,108.64
20:53:45,server_17,69.81,72.93,684.69,452.57,73.81
20:53:45,server_16,46.79,40.57,0.55,0.78,3257.65
20:53:45,server_15,64.71,54.49,4936.51,5505.61,1501.74
20:53:45,server_14,51.31,52.1,528.89,373.0,9.61
20:53:45,server_13,24.17,91.05,221.36,133.2,77.18
20:53:45,server_20,20.24,92.57,206.59,148.2,65.53
20:53:45,server_11,20.34,16.89,167.06,128.75,6.2
20:53:45,server_9,39.85,41.82,11.81,14.27,8841.96
20:53:45,server_8,28.76,22.54,281.27,244.57,52.53
20:53:45,server_7,58.71,68.38,621.46,539.28,23.6
20:53:45,server_6,65.17,66.57,3803.49,3725.23,1313.77
20:53:45,server_5,44.8,39.9,454.67,431.87,66.78
20:53:45,server_4,25.61,32.61,52.99,76.87,7282.26
20:53:45,server_3,35.16,41.54,273.05,250.5,0.0
20:53:45,server_2,35.87,44.61,416.27,490.11,2.3
20:53:45,server_1,95.82,97.25,909.72,704.88,159.64
20:53:45,server_10,49.49,30.47,103.61,54.56,7662.32
20:53:50,server_13,33.96,16.42,448.27,565.87,6.5
20:53:50,server_14,93.19,21.77,860.21,495.46,174.34
20:53:50,server_15,61.95,48.05,2124.18,2221.41,1555.62
20:53:50,server_16,90.47,25.95,958.6,793.26,58.65
20:53:50,server_12,63.02,70.74,634.44,583.89,117.83
20:53:50,server_18,40.04,67.73,1044.94,879.69,1241.24
20:53:50,server_19,39.01,36.72,376.08,557.78,51.96
20:53:50,server_20,42.63,63.01,431.89,453.55,3.27
20:53:50,server_17,6.91,93.63,128.79,121.0,0.0
20:53:50,server_11,20.85,33.62,122.57,114.64,0.0
20:53:50,server_5,51.11,62.73,4394.48,4573.13,810.42
20:53:50,server_9,67.68,63.89,1430.55,1423.66,1589.56
20:53:50,server_1,52.07,59.16,3659.46,3715.35,872.63
